市区町村コード,転入_総人数,転入65歳以上,転入25歳～29歳,転入30歳～34歳,転入35歳～39歳,転出_総人数,転出65歳以上,転出25歳～29歳,転出30歳～34歳,35歳～39歳
1,4899158,274656,984383,654874,419167,4868004,273330,978667,654888,419574
2,356563,28362,58779,43936,29643,387717,29688,64495,43922,29236
1000,237993,18282,36745,26451,19550,239309,18229,37350,26202,19111
1001,203398,15893,31574,22634,16842,197976,14236,31928,22273,16239
1002,34595,2389,5171,3817,2708,41333,3993,5422,3929,2872
1100,119776,10445,20024,14149,10122,109283,8343,19423,13849,9647
1101,21102,1751,3486,2468,1779,18650,1125,3333,2502,1818
1102,15578,1220,2455,1809,1304,14238,1161,2773,1582,1090
1103,15263,1216,2758,1792,1284,14111,966,2583,1911,1332
1104,14373,1138,2713,1761,1188,12928,955,2363,1886,1188
1105,16501,1299,3133,2014,1310,15030,1078,2802,2123,1392
1106,7633,799,909,722,596,7303,630,1050,673,517
1107,12878,1032,2323,1633,1125,10998,909,1922,1449,1044
1108,5953,623,881,691,494,6152,604,1013,691,440
1109,6266,766,834,771,654,5483,466,921,611,472
1110,4229,601,532,488,388,4390,449,663,421,354
1202,7966,559,1039,752,579,8881,527,1236,844,607
1203,3027,231,400,330,238,3493,334,516,337,224
1204,10028,743,1369,1023,810,10068,553,1478,996,765
1205,2829,162,461,286,185,3446,281,490,335,242
1206,5439,261,728,507,419,6480,369,841,596,517
1207,7320,368,1110,750,643,6966,296,1087,726,577
1208,3745,243,457,348,291,4051,235,502,362,292
1209,148,12,14,18,14,339,79,35,28,23
1210,2402,164,353,227,199,2763,242,391,259,170
1211,1687,74,204,141,123,1841,94,233,140,142
1212,894,36,111,82,74,1125,80,112,87,97
1213,5638,350,885,608,502,5883,321,900,614,485
1214,1292,43,186,138,108,1623,117,198,142,129
1215,460,37,71,42,26,702,83,86,46,52
1216,285,23,40,32,23,467,92,45,34,33
1217,5204,389,631,630,452,4360,288,707,387,273
1218,243,47,31,14,7,300,57,36,22,19
1219,716,33,85,71,76,891,73,110,88,72
1220,397,31,53,32,54,646,83,73,46,53
1221,1256,43,183,112,91,1331,78,159,141,118
1222,315,25,35,37,20,314,39,33,30,24
1223,672,26,122,53,56,1015,68,132,101,62
1224,5977,245,831,609,484,5485,149,796,587,479
1225,1639,127,205,162,120,1889,133,242,166,138
1226,522,61,87,48,26,640,70,102,64,46
1227,54,16,4,6,3,105,38,6,8,3
1228,742,70,66,44,49,808,81,95,58,53
1229,776,36,116,110,70,1059,85,151,101,84
1230,1616,115,224,145,129,1986,168,283,180,128
1231,3233,191,460,361,259,2939,133,460,320,216
1233,1034,91,155,95,73,1169,113,175,97,89
1234,2335,225,322,257,202,2127,208,312,199,146
1235,2240,247,311,274,202,1893,211,260,150,138
1236,1491,124,201,141,113,1608,115,223,133,96
1300,666,88,66,48,37,752,85,102,81,35
1303,589,66,60,46,33,672,81,90,74,32
1304,77,22,6,2,4,80,4,12,7,3
1330,2897,272,414,328,211,3790,397,434,351,241
1331,190,10,30,19,12,319,49,27,25,22
1332,93,14,17,9,6,131,26,11,12,10
1333,135,7,33,16,11,180,17,28,15,9
1334,118,4,17,11,14,158,25,21,13,12
1337,1120,146,138,141,93,931,87,114,91,50
1343,101,17,11,8,10,152,32,14,11,5
1345,332,28,47,21,16,510,45,47,38,22
1346,635,34,100,81,34,1144,85,153,120,96
1347,173,12,21,22,15,265,31,19,26,15
1360,1237,74,163,113,83,1602,183,164,149,97
1361,386,29,42,35,24,475,39,51,48,30
1362,97,14,14,8,4,121,21,15,10,3
1363,122,6,16,12,9,163,18,13,10,6
1364,77,6,9,9,4,123,17,12,12,5
1367,179,7,22,17,13,221,21,26,22,23
1370,140,4,18,14,10,203,20,14,20,10
1371,236,8,42,18,19,296,47,33,27,20
1390,4177,230,707,515,380,5170,435,848,616,373
1391,31,4,5,0,4,44,12,3,3,2
1392,118,5,21,12,6,141,22,21,13,10
1393,141,8,9,17,7,161,16,21,9,12
1394,212,14,41,21,24,204,16,34,19,17
1395,350,16,65,55,46,480,26,93,67,39
1396,96,11,11,14,5,145,14,22,9,10
1397,159,4,30,20,11,151,4,35,21,9
1398,98,7,20,15,12,116,10,14,9,12
1399,134,11,18,19,23,143,17,15,13,9
1400,1229,22,236,150,120,1471,80,275,211,116
1401,231,10,37,24,17,310,22,45,44,15
1402,367,30,71,42,30,536,46,85,55,35
1403,47,10,9,7,1,70,6,14,10,4
1404,20,5,1,1,1,29,6,4,3,0
1405,46,2,11,6,3,74,19,8,7,5
1406,42,7,2,7,0,99,19,4,9,7
1407,179,18,26,25,13,188,23,32,17,12
1408,582,45,68,62,48,697,71,96,79,54
1409,95,1,26,18,9,111,6,27,18,5
1420,2178,223,256,240,170,2370,324,284,205,133
1423,284,20,29,47,23,262,20,37,37,19
1424,152,13,21,15,19,190,24,20,10,11
1425,70,9,9,5,5,91,27,6,5,4
1427,122,21,13,10,9,189,36,19,6,10
1428,331,29,41,36,31,371,38,58,34,20
1429,385,40,55,42,28,436,39,72,44,20
1430,217,21,9,13,20,200,28,12,26,16
1431,53,7,7,5,7,70,16,6,3,5
1432,244,16,31,40,12,164,20,14,12,12
1433,45,10,9,1,1,69,14,5,4,4
1434,67,14,9,7,2,79,16,8,8,4
1436,53,2,3,2,4,77,7,8,7,3
1437,41,5,7,7,1,49,12,3,4,2
1438,114,16,13,10,8,123,27,16,5,3
1450,3404,242,514,349,270,3944,403,546,335,267
1452,206,17,23,27,13,204,22,17,16,8
1453,335,33,48,34,33,352,28,43,26,25
1454,233,18,28,27,18,193,22,18,13,12
1455,79,7,17,3,8,111,21,18,13,7
1456,72,8,6,8,12,138,13,14,5,5
1457,140,10,22,18,5,196,26,26,19,15
1458,448,43,51,52,42,364,28,59,36,17
1459,288,29,50,24,20,319,38,43,26,23
1460,510,21,72,45,40,625,34,71,56,65
1461,173,11,28,19,16,195,17,21,16,15
1462,98,13,12,2,8,115,15,16,10,14
1463,199,2,54,27,10,262,4,105,37,18
1464,66,4,13,7,4,82,22,6,1,2
1465,75,7,12,4,4,106,16,9,9,5
1468,114,5,23,13,14,136,21,14,8,8
1469,187,7,35,23,14,270,31,44,29,18
1470,84,3,7,6,5,112,11,9,4,6
1471,51,3,7,9,3,82,21,9,6,2
1472,46,1,6,1,1,82,13,4,5,2
1480,694,52,83,77,42,924,124,92,75,59
1481,85,11,9,6,5,118,22,13,10,4
1482,50,3,5,6,3,98,13,8,6,14
1483,84,6,8,9,1,92,18,7,6,5
1484,183,11,22,13,12,257,31,27,18,14
1485,46,3,5,6,4,63,12,5,3,1
1486,88,5,10,12,4,122,14,14,9,8
1487,158,13,24,25,13,174,14,18,23,13
1510,1258,49,187,124,103,1447,128,171,115,113
1511,108,1,15,7,7,135,9,16,7,5
1512,183,8,32,16,14,191,20,24,19,14
1513,69,5,5,4,5,73,8,9,5,8
1514,242,9,41,27,15,310,23,34,23,16
1516,171,17,23,22,17,208,21,21,17,15
1517,140,5,21,9,11,162,14,25,12,15
1518,105,0,16,9,13,118,13,19,10,11
1519,104,1,17,8,8,107,11,10,11,12
1520,136,3,17,22,13,143,9,13,11,17
1540,3417,255,502,358,273,4213,488,501,375,294
1543,651,37,86,78,44,765,88,71,67,49
1544,145,18,19,16,15,196,50,19,17,8
1545,359,6,53,50,41,476,48,57,52,45
1546,122,23,15,8,9,136,14,16,11,8
1547,129,10,17,12,8,183,15,29,14,13
1549,124,8,15,14,7,157,19,11,11,11
1550,89,6,14,7,7,116,15,13,9,7
1552,117,3,23,10,5,160,25,15,13,13
1555,766,42,104,63,70,880,59,127,82,76
1559,262,16,38,25,29,312,30,44,24,22
1560,81,7,15,13,2,131,23,21,12,3
1561,147,8,32,18,10,177,31,12,12,11
1562,85,26,8,5,6,80,11,7,8,5
1563,139,9,30,16,11,168,28,19,17,10
1564,201,36,33,23,9,276,32,40,26,13
1570,1849,162,254,177,133,2244,239,310,200,136
1571,140,14,12,10,12,205,11,34,19,10
1575,125,13,16,16,13,133,8,20,18,14
1578,529,70,54,43,30,578,81,63,36,35
1581,144,7,29,22,9,190,19,34,19,6
1584,322,15,43,40,28,359,32,52,44,24
1585,311,28,53,18,22,410,45,57,32,24
1586,278,15,47,28,19,369,43,50,32,23
1600,2612,112,384,319,232,3358,260,404,302,295
1601,499,29,78,69,44,716,44,88,65,65
1602,159,6,25,9,13,232,22,31,9,17
1604,249,19,36,34,24,279,25,30,40,26
1607,598,12,88,65,54,731,35,86,63,63
1608,99,10,14,15,7,152,14,15,21,16
1609,155,3,26,19,15,188,17,29,12,20
1610,853,33,117,108,75,1060,103,125,92,88
1630,6221,434,982,681,469,6696,558,943,605,458
1631,1521,136,254,153,123,1622,106,252,157,112
1632,276,20,33,33,22,233,23,20,17,12
1633,296,21,54,35,23,251,16,62,16,20
1634,255,8,42,31,17,308,15,38,23,21
1635,269,16,50,34,12,361,24,57,47,24
1636,375,21,73,34,22,352,17,58,41,34
1637,546,39,76,75,43,594,37,72,48,40
1638,175,11,21,15,14,144,8,15,13,10
1639,128,3,21,13,12,108,6,19,10,6
1641,252,7,43,28,29,279,22,53,35,17
1642,217,11,30,31,19,247,24,27,17,18
1643,862,83,118,102,56,884,83,122,79,53
1644,190,18,32,24,21,272,38,27,25,20
1645,110,3,21,10,14,147,12,25,16,16
1646,266,11,36,16,11,334,40,38,15,19
1647,245,12,34,26,12,281,40,30,23,25
1648,86,9,12,5,7,103,23,13,7,4
1649,152,5,32,16,12,176,24,15,16,7
1660,2247,135,355,275,168,2600,234,351,264,195
1661,904,60,135,106,61,1043,70,153,121,77
1662,290,12,51,49,17,299,27,44,33,18
1663,211,6,41,22,15,269,30,31,25,31
1664,289,11,47,33,27,324,36,40,33,27
1665,270,17,42,34,27,334,33,37,25,23
1667,118,14,14,14,7,92,7,13,11,5
1668,165,15,25,17,14,239,31,33,16,14
1690,1738,61,304,213,137,2223,135,272,256,176
1691,543,16,95,71,39,670,41,76,82,54
1692,916,37,162,104,79,1045,55,131,125,78
1693,162,6,25,19,10,246,19,28,21,20
1694,117,2,22,19,9,262,20,37,28,24
2000,32553,1725,5221,3812,2679,37159,1709,5364,3891,2757
2001,25983,1238,4163,3060,2164,29160,1092,4254,3118,2192
2002,6570,487,1058,752,515,7999,617,1110,773,565
2201,6959,316,1072,828,561,7623,277,1093,741,557
2202,4415,219,751,449,347,4772,190,729,525,324
2203,6010,231,970,723,537,6629,210,967,694,526
2204,610,54,90,84,56,836,43,129,102,51
2205,1333,98,221,179,98,1558,64,222,181,120
2206,1559,111,240,171,130,1744,84,259,197,128
2207,1975,58,327,260,201,2262,65,321,282,225
2208,1920,70,307,223,136,2232,71,316,254,165
2209,595,46,88,65,46,832,43,112,70,48
2210,607,35,97,78,52,672,45,106,72,48
2300,349,33,55,31,23,542,71,62,47,39
2301,155,11,23,11,9,246,21,30,27,15
2303,53,7,8,3,3,77,20,9,3,6
2304,27,7,5,2,0,55,5,10,4,2
2307,114,8,19,15,11,164,25,13,13,16
2320,272,20,40,28,23,423,36,52,29,42
2321,168,14,26,18,14,243,12,33,18,26
2323,104,6,14,10,9,180,24,19,11,16
2340,15,4,3,2,0,25,4,3,0,2
2343,15,4,3,2,0,25,4,3,0,2
2360,691,51,119,85,57,833,65,123,100,71
2361,348,21,61,42,28,403,30,63,48,30
2362,152,9,24,16,13,225,20,31,22,22
2367,191,21,34,27,16,205,15,29,30,19
2380,648,66,104,68,61,889,84,112,88,58
2381,258,27,49,24,28,333,27,45,34,24
2384,223,28,30,25,20,276,23,40,25,15
2387,167,11,25,19,13,280,34,27,29,19
2400,2844,188,449,333,230,2998,189,412,309,220
2401,282,21,44,23,37,349,30,42,36,29
2402,330,40,46,43,21,375,26,48,24,23
2405,320,26,41,31,36,333,28,42,30,22
2406,116,7,15,12,7,121,3,23,12,10
2408,346,36,51,47,18,432,29,51,46,32
2411,415,11,79,51,24,462,27,70,60,23
2412,1035,47,173,126,87,926,46,136,101,81
2420,387,25,61,42,29,560,37,85,50,40
2423,155,10,26,24,4,213,19,32,19,13
2424,173,9,27,13,20,256,11,43,24,23
2425,28,1,4,2,2,47,4,6,2,2
2426,31,5,4,3,3,44,3,4,5,2
2440,1364,100,227,163,92,1729,131,261,150,93
2441,180,12,24,20,14,265,37,34,25,12
2442,309,25,41,37,33,429,23,65,37,28
2443,71,6,15,12,2,111,8,15,13,6
2445,404,26,86,46,27,457,27,83,34,21
2446,370,27,56,46,14,419,31,59,35,23
2450,30,4,5,2,2,48,5,5,6,3
3000,34178,1835,5681,3932,2850,38129,1886,5864,4002,2982
3001,28904,1497,4752,3318,2430,31785,1467,4908,3334,2547
3002,5274,338,929,614,420,6344,419,956,668,435
3201,10855,514,1735,1232,910,11282,416,1797,1216,946
3202,1087,42,193,108,95,1656,108,215,141,118
3203,783,38,152,92,61,1150,56,174,131,86
3205,2257,143,331,243,201,2205,108,359,224,165
3206,3315,145,576,403,300,2996,91,498,344,270
3207,806,45,158,87,68,1090,36,163,106,89
3208,473,35,85,60,31,631,52,88,64,49
3209,2178,140,341,270,190,2789,141,388,268,231
3210,428,28,70,44,39,459,31,70,37,37
3211,806,56,134,85,63,1132,113,171,128,87
3213,549,27,102,59,39,715,39,99,76,53
3214,538,30,95,73,26,663,39,106,83,53
3215,2275,114,395,272,193,2660,118,398,278,180
3216,2554,140,385,290,214,2357,119,382,238,183
3300,700,59,113,66,74,913,66,142,97,59
3301,316,39,45,30,34,377,28,59,37,22
3302,98,7,15,7,5,140,12,18,12,11
3303,286,13,53,29,35,396,26,65,48,26
3320,2096,104,372,290,180,2018,90,370,243,153
3321,1187,52,206,173,111,909,48,167,108,65
3322,909,52,166,117,69,1109,42,203,135,88
3360,78,6,21,8,5,137,26,17,9,4
3366,78,6,21,8,5,137,26,17,9,4
3380,566,21,104,75,32,534,18,84,60,35
3381,566,21,104,75,32,534,18,84,60,35
3400,120,16,16,13,9,182,15,18,17,15
3402,120,16,16,13,9,182,15,18,17,15
3440,94,14,20,10,7,175,15,16,19,14
3441,94,14,20,10,7,175,15,16,19,14
3460,237,14,48,22,16,339,32,49,32,21
3461,237,14,48,22,16,339,32,49,32,21
3480,625,48,104,52,40,919,70,112,89,62
3482,332,15,54,33,25,413,30,60,39,27
3483,176,17,31,13,11,317,26,30,35,22
3484,58,10,10,3,3,112,6,13,7,7
3485,59,6,9,3,1,77,8,9,8,6
3500,571,46,91,56,46,856,60,118,83,48
3501,122,3,15,11,11,216,18,28,20,11
3503,96,6,16,10,11,101,13,17,16,4
3506,96,12,15,10,4,117,8,18,10,6
3507,257,25,45,25,20,422,21,55,37,27
3520,187,10,40,22,11,271,27,30,19,24
3524,187,10,40,22,11,271,27,30,19,24
4000,101929,5711,17969,12684,8656,102170,5449,18648,12618,8603
4001,90745,4822,16257,11328,7706,89942,4503,16558,11250,7665
4002,11184,889,1712,1356,950,12228,946,2090,1368,938
4100,64354,3219,11683,8084,5423,61364,2867,11762,8043,5410
4101,19024,1014,3298,2201,1502,18247,786,3845,2319,1519
4102,13051,530,2513,1625,1103,12977,596,2410,1852,1180
4103,9418,380,1922,1254,777,8590,377,1737,1243,816
4104,13029,693,2333,1724,1138,11516,568,2034,1391,1027
4105,9832,602,1617,1280,903,10034,540,1736,1238,868
4202,3167,211,550,364,268,3710,223,665,404,278
4203,1723,126,278,229,138,1760,159,301,206,131
4205,1211,59,223,138,88,1620,97,253,177,93
4206,683,58,104,73,62,1014,73,177,100,72
4207,3749,210,631,511,355,3224,148,603,395,287
4208,801,101,134,66,55,1001,75,167,96,59
4209,3931,166,640,435,307,4023,148,626,407,323
4211,1954,97,402,245,145,1897,95,368,262,158
4212,1269,77,230,154,104,1686,102,288,173,116
4213,1193,98,214,138,121,1547,117,207,169,126
4214,1321,92,238,158,110,1302,81,188,164,118
4215,3685,210,638,465,336,3957,212,652,474,340
4216,1704,98,292,268,194,1837,106,301,180,154
4300,378,71,49,39,26,400,42,61,37,26
4301,332,63,44,34,23,336,37,56,31,24
4302,46,8,5,5,3,64,5,5,6,2
4320,3171,201,475,352,247,3146,191,579,335,199
4321,947,70,176,98,78,999,59,210,114,66
4322,232,16,35,31,24,319,34,47,33,19
4323,1775,92,233,195,121,1581,73,277,164,100
4324,217,23,31,28,24,247,25,45,24,14
4340,210,26,33,18,22,382,77,61,29,24
4341,210,26,33,18,22,382,77,61,29,24
4360,1412,118,195,185,121,1371,108,235,146,111
4361,1068,82,153,136,101,1009,72,180,105,79
4362,344,36,42,49,20,362,36,55,41,32
4400,2294,138,359,333,219,2482,162,432,277,220
4401,369,23,60,40,29,423,44,59,39,42
4404,539,37,60,79,48,660,59,110,56,48
4406,1386,78,239,214,142,1399,59,263,182,130
4420,1743,116,299,209,158,1947,95,311,265,181
4421,1340,63,257,170,128,1536,63,241,211,156
4422,247,26,30,22,24,209,16,38,27,11
4424,156,27,12,17,6,202,16,32,27,14
4440,594,72,90,55,55,788,88,141,82,69
4444,127,23,19,7,8,190,28,31,19,13
4445,467,49,71,48,47,598,60,110,63,56
4500,962,110,149,111,78,1069,103,171,133,72
4501,302,31,50,42,21,478,51,71,59,34
4505,660,79,99,69,57,591,52,100,74,38
4580,204,13,27,29,19,316,58,43,39,13
4581,204,13,27,29,19,316,58,43,39,13
4600,216,24,36,25,5,327,22,56,25,23
4606,216,24,36,25,5,327,22,56,25,23
5000,20028,1242,3257,2335,1663,22836,1305,3424,2277,1548
5001,18484,1086,3023,2154,1526,20718,1116,3117,2082,1438
5002,1544,156,234,181,137,2118,189,307,195,110
5201,8278,407,1350,939,683,8157,306,1260,827,579
5202,1002,65,146,117,77,1264,94,174,115,83
5203,1526,85,266,223,136,1884,89,250,176,149
5204,1322,66,225,160,109,1587,84,245,150,103
5206,438,42,58,44,34,592,60,72,69,41
5207,724,48,115,82,62,1000,67,138,99,66
5209,461,31,67,47,38,651,58,88,72,40
5210,1264,66,228,149,100,1545,77,267,164,102
5211,796,67,115,92,79,771,49,121,78,62
5212,1403,115,267,162,107,1588,94,257,174,108
5213,513,41,71,51,36,631,79,82,50,35
5214,372,20,62,47,33,523,25,92,57,35
5215,385,33,53,41,32,525,34,71,51,35
5300,88,8,16,12,5,107,12,19,9,3
5303,88,8,16,12,5,107,12,19,9,3
5320,43,15,7,2,1,52,6,5,5,3
5327,43,15,7,2,1,52,6,5,5,3
5340,347,34,51,42,30,570,52,80,48,31
5346,48,2,9,5,8,72,9,13,5,4
5348,213,20,30,28,19,349,27,50,30,20
5349,86,12,12,9,3,149,16,17,13,7
5360,451,50,61,42,30,628,51,85,56,27
5361,123,19,21,10,8,207,17,34,28,11
5363,92,9,12,19,9,154,14,25,15,6
5366,86,8,10,7,7,108,15,14,7,3
5368,150,14,18,6,6,159,5,12,6,7
5420,292,29,33,40,36,384,43,67,32,30
5434,292,29,33,40,36,384,43,67,32,30
5460,323,20,66,43,35,377,25,51,45,16
5463,198,15,42,27,16,298,23,41,33,11
5464,125,5,24,16,19,79,2,10,12,5
6000,26323,1615,4435,3152,2166,29412,1579,4628,3246,2136
6001,22471,1222,3781,2677,1846,24082,1091,3834,2696,1820
6002,3852,393,654,475,320,5330,488,794,550,316
6201,7356,337,1207,915,622,7433,250,1217,878,589
6202,2028,123,289,178,161,2344,116,364,214,163
6203,2254,98,389,261,201,2664,87,390,259,175
6204,2130,136,364,226,173,2286,77,289,242,162
6205,994,64,174,125,58,1241,73,164,139,83
6206,1090,51,193,168,93,1016,69,182,144,76
6207,641,48,83,70,60,740,70,107,69,59
6208,395,41,68,53,31,584,49,108,62,43
6209,711,62,136,94,55,766,59,148,86,51
6210,1916,105,365,229,153,1722,90,308,189,136
6211,2034,96,340,246,165,2018,60,341,268,165
6212,246,19,32,26,20,428,44,65,50,41
6213,676,42,141,86,54,840,47,151,96,77
6300,508,33,105,71,42,574,44,114,80,31
6301,294,26,59,45,19,311,31,57,41,13
6302,214,7,46,26,23,263,13,57,39,18
6320,630,91,105,81,59,977,91,135,124,51
6321,308,20,61,45,30,474,44,67,58,21
6322,47,9,9,5,2,118,13,14,15,8
6323,114,27,15,11,9,172,17,21,28,11
6324,161,35,20,20,18,213,17,33,23,11
6340,93,1,20,12,8,215,26,33,14,13
6341,93,1,20,12,8,215,26,33,14,13
6360,552,75,85,63,46,897,103,124,92,57
6361,69,6,9,9,10,140,13,12,10,12
6362,96,11,18,12,7,164,17,24,16,12
6363,100,13,13,13,5,115,16,16,17,4
6364,104,14,25,9,11,190,27,29,23,7
6365,43,5,4,7,2,55,7,6,6,4
6366,63,16,6,4,4,105,7,16,6,7
6367,77,10,10,9,7,128,16,21,14,11
6380,701,59,129,92,50,976,84,141,84,63
6381,469,34,85,66,32,593,48,83,51,35
6382,232,25,44,26,18,383,36,58,33,28
6400,493,59,69,51,42,688,59,101,68,40
6401,158,4,26,14,12,206,16,27,23,15
6402,223,33,21,29,20,323,22,53,33,11
6403,112,22,22,8,10,159,21,21,12,14
6420,637,43,115,81,51,696,58,103,69,44
6426,190,18,33,21,15,159,8,29,21,11
6428,447,25,82,60,36,537,50,74,48,33
6460,238,32,26,24,22,307,23,43,19,17
6461,238,32,26,24,22,307,23,43,19,17
7000,50493,3054,8867,5975,4190,57174,3207,9727,6337,4192
7001,41027,2114,7315,4871,3423,45083,2145,7781,5064,3350
7002,9466,940,1552,1104,767,12091,1062,1946,1273,842
7201,8706,395,1445,1013,689,8794,335,1496,945,666
7202,3104,225,524,349,251,3678,190,582,400,267
7203,10376,376,1933,1313,887,10822,367,2043,1297,852
7204,6694,335,1279,779,537,8015,409,1357,881,552
7205,1946,107,389,219,171,2072,126,331,273,174
7207,1921,107,341,250,157,2148,100,410,248,152
7208,1017,106,185,129,74,1199,75,186,131,86
7209,996,54,191,103,89,1189,85,196,132,93
7210,1252,80,214,151,118,1458,51,261,178,131
7211,671,69,91,92,56,947,53,175,90,75
7212,2052,143,329,189,160,2258,178,317,215,148
7213,1332,75,218,143,126,1517,106,263,150,79
7214,960,42,176,141,108,986,70,164,124,75
7300,768,108,109,67,65,984,132,157,90,60
7301,367,61,50,33,32,361,46,65,39,20
7303,179,20,22,17,16,238,43,35,12,20
7308,222,27,37,17,17,385,43,57,39,20
7320,287,20,53,44,21,285,17,46,43,23
7322,287,20,53,44,21,285,17,46,43,23
7340,631,51,111,94,52,573,37,103,73,36
7342,482,29,94,67,46,391,26,58,52,25
7344,149,22,17,27,6,182,11,45,21,11
7360,589,67,79,73,44,865,100,105,97,47
7362,100,24,14,8,6,156,22,19,13,8
7364,11,0,2,4,1,32,11,3,2,1
7367,116,8,16,16,7,162,19,15,14,10
7368,362,35,47,45,30,515,48,68,68,28
7400,659,66,103,80,42,910,74,142,74,61
7402,92,6,14,6,6,127,12,10,6,10
7405,144,15,21,15,12,164,20,21,14,16
7407,80,7,13,15,9,112,16,21,12,10
7408,343,38,55,44,15,507,26,90,42,25
7420,530,59,92,81,41,709,69,100,94,48
7421,342,36,54,56,32,507,41,64,77,34
7422,116,10,28,15,7,89,12,14,9,6
7423,72,13,10,10,2,113,16,22,8,8
7440,499,71,79,64,51,638,92,92,63,43
7444,38,7,3,4,3,59,14,8,1,7
7445,64,13,5,4,7,64,10,3,3,5
7446,23,2,3,3,2,30,8,5,3,0
7447,374,49,68,53,39,485,60,76,56,31
7460,1673,148,328,199,138,1704,85,350,208,142
7461,862,70,173,108,66,816,27,164,103,86
7464,179,14,36,20,16,182,8,36,22,13
7465,94,20,20,8,3,145,12,37,13,7
7466,538,44,99,63,53,561,38,113,70,36
7480,661,84,101,68,60,860,84,117,76,59
7481,370,26,56,46,36,430,27,59,43,28
7482,94,23,14,5,8,150,17,20,8,10
7483,146,30,24,11,10,193,30,21,20,15
7484,51,5,7,6,6,87,10,17,5,6
7500,712,62,125,89,50,1087,81,189,109,68
7501,287,19,50,41,21,458,42,77,52,20
7502,143,9,31,20,9,209,8,45,21,19
7503,113,16,15,12,5,165,11,21,19,12
7504,113,15,18,12,8,126,11,25,9,8
7505,56,3,11,4,7,129,9,21,8,9
7520,634,55,93,82,61,782,66,127,88,54
7521,428,37,54,62,44,485,40,82,50,39
7522,206,18,39,20,17,297,26,45,38,15
7540,1566,116,237,150,112,2232,194,354,211,162
7541,275,22,30,21,15,318,25,53,34,26
7542,289,23,43,24,28,318,26,49,25,19
7543,428,21,71,47,25,675,55,113,61,51
7544,101,21,11,13,6,92,16,20,9,6
7545,146,4,36,12,9,138,4,21,22,6
7546,32,1,9,5,3,91,1,16,8,9
7547,269,20,35,25,24,557,59,79,42,42
7548,26,4,2,3,2,43,8,3,10,3
7560,257,33,42,13,30,462,31,64,47,39
7561,188,26,31,10,25,230,9,35,27,22
7564,69,7,11,3,5,232,22,29,20,17
8000,99186,5768,18833,13258,8650,101930,4650,19772,13144,8480
8001,90771,5188,17383,12135,7963,93195,4179,18160,12138,7742
8002,8415,580,1450,1123,687,8735,471,1612,1006,738
8201,10255,532,1916,1368,879,10170,365,1848,1326,851
8202,3948,167,760,426,294,5153,265,1081,549,368
8203,6313,403,1233,783,535,6168,256,1188,823,550
8204,4322,224,808,536,348,5027,201,1091,641,350
8205,1925,106,337,277,166,2232,97,408,295,205
8207,1614,93,315,254,160,1809,89,325,229,172
8208,2636,227,497,290,197,2893,144,592,375,238
8210,1452,86,293,186,127,1592,75,306,218,125
8211,2185,105,418,305,196,2436,139,408,349,236
8212,888,73,143,137,71,1171,89,224,132,87
8214,691,39,115,78,65,873,52,151,113,60
8215,902,65,180,112,68,1059,61,182,112,82
8216,2012,123,377,275,172,2040,96,379,275,166
8217,3701,321,727,482,330,5362,319,1163,702,367
8219,3218,291,548,381,268,3179,152,620,420,304
8220,14833,520,2955,2112,1389,10781,301,2374,1470,916
8221,4956,202,1031,719,438,5358,190,969,655,488
8222,2336,216,362,256,186,2262,180,394,256,154
8223,640,43,115,92,49,793,46,146,107,69
8224,3336,208,678,507,393,2612,110,556,441,204
8225,791,70,132,94,62,1134,58,206,141,78
8226,1547,95,289,214,157,1449,73,270,230,108
8227,2527,122,452,355,205,2716,105,534,368,218
8228,1488,56,258,223,129,1447,81,256,179,130
8229,970,70,192,116,84,1234,72,214,127,94
8230,1352,121,252,164,112,1526,64,323,192,131
8231,687,42,137,109,68,1195,66,228,143,80
8232,3417,158,772,465,266,3229,113,566,411,314
8233,617,41,118,85,67,885,34,154,105,70
8234,1157,110,214,141,101,1358,101,247,169,111
8235,2243,151,416,354,232,2096,109,416,326,212
8236,1812,108,343,239,149,1956,76,341,259,204
8300,1870,136,270,227,118,2279,118,421,260,155
8302,1074,50,162,132,66,1187,48,169,127,73
8309,441,44,60,47,27,586,40,153,75,41
8310,355,42,48,48,25,506,30,99,58,41
8340,1308,81,291,196,100,1227,49,232,172,113
8341,1308,81,291,196,100,1227,49,232,172,113
8360,255,27,44,26,18,381,44,69,33,26
8364,255,27,44,26,18,381,44,69,33,26
8440,2860,174,481,390,268,2480,134,440,274,231
8442,563,42,102,78,48,595,38,93,63,68
8443,2115,123,353,288,207,1640,83,305,185,147
8447,182,9,26,24,13,245,13,42,26,16
8520,569,32,114,99,61,637,40,123,75,63
8521,569,32,114,99,61,637,40,123,75,63
8540,1147,85,198,141,97,1112,56,218,122,102
8542,245,40,34,26,23,267,15,59,39,20
8546,902,45,164,115,74,845,41,159,83,82
8560,406,45,52,44,25,619,30,109,70,48
8564,406,45,52,44,25,619,30,109,70,48
9000,59425,3162,11700,7885,5156,61287,2743,12120,7870,4928
9001,52339,2624,10364,6982,4575,53419,2266,10471,6872,4342
9002,7086,538,1336,903,581,7868,477,1649,998,586
9201,17384,644,3532,2368,1517,17066,607,3296,2239,1515
9202,3655,264,714,483,328,3828,170,824,477,314
9203,4174,157,831,563,358,4342,218,910,516,366
9204,3012,186,598,400,275,2832,128,544,390,222
